ehead,ctryname,cowcode2,politycode,un_region_name,un_continent_name,leaderspellreg,democracy,regime,start_year,end_year,duration,observed
Chun Doo Hwan,South Korea,732,732.0,Eastern Asia,Asia,Chun Doo Hwan.South Korea.1979.1987.Military Dict,Non-democracy,Military Dict,1979,1987,9,1
Roh Tae Woo,South Korea,732,732.0,Eastern Asia,Asia,Roh Tae Woo.South Korea.1988.1992.Presidential Dem,Democracy,Presidential Dem,1988,1992,5,1
Kim Young Sam,South Korea,732,732.0,Eastern Asia,Asia,Kim Young Sam.South Korea.1993.1997.Presidential Dem,Democracy,Presidential Dem,1993,1997,5,1
Kim Dae Jung,South Korea,732,732.0,Eastern Asia,Asia,Kim Dae Jung.South Korea.1998.2002.Presidential Dem,Democracy,Presidential Dem,1998,2002,5,1
Roh Moo Hyun,South Korea,732,732.0,Eastern Asia,Asia,Roh Moo Hyun.South Korea.2003.2007.Presidential Dem,Democracy,Presidential Dem,2003,2007,5,1
Lee Myung Bak,South Korea,732,732.0,Eastern Asia,Asia,Lee Myung Bak.South Korea.2008.2008.Presidential Dem,Democracy,Presidential Dem,2008,2008,1,1
Francisco Franco y Bahamonde,Spain,230,230.0,Southern Europe,Europe,Francisco Franco y Bahamonde.Spain.1946.1974.Military Dict,Non-democracy,Military Dict,1946,1974,29,0
Carlos Arias Navarro,Spain,230,230.0,Southern Europe,Europe,Carlos Arias Navarro.Spain.1975.1975.Civilian Dict,Non-democracy,Civilian Dict,1975,1975,1,1
Adolfo Suarez Gonzalez,Spain,230,230.0,Southern Europe,Europe,Adolfo Suarez Gonzalez.Spain.1976.1976.Civilian Dict,Non-democracy,Civilian Dict,1976,1976,1,1
Adolfo Suarez Gonzalez,Spain,230,230.0,Southern Europe,Europe,Adolfo Suarez Gonzalez.Spain.1977.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1977,1980,4,1
Leopoldo Calvo-Sotelo y Bustelo,Spain,230,230.0,Southern Europe,Europe,Leopoldo Calvo-Sotelo y Bustelo.Spain.1981.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1981,1981,1,1
Felipe Gonzalez Marquez,Spain,230,230.0,Southern Europe,Europe,Felipe Gonzalez Marquez.Spain.1982.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1982,1995,14,1
Jose Maria Aznar,Spain,230,230.0,Southern Europe,Europe,Jose Maria Aznar.Spain.1996.2003.Parliamentary Dem,Democracy,Parliamentary Dem,1996,2003,8,1
Jose Luis Rodriguez Zapatero,Spain,230,230.0,Southern Europe,Europe,Jose Luis Rodriguez Zapatero.Spain.2004.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2004,2008,5,0
Don Stephen Senanayake,Sri Lanka,780,780.0,Southern Asia,Asia,Don Stephen Senanayake.Sri Lanka.1948.1951.Parliamentary Dem,Democracy,Parliamentary Dem,1948,1951,4,0
Dudley Shelton Senanayake,Sri Lanka,780,780.0,Southern Asia,Asia,Dudley Shelton Senanayake.Sri Lanka.1952.1952.Parliamentary Dem,Democracy,Parliamentary Dem,1952,1952,1,1
John Lionel Kotelawala,Sri Lanka,780,780.0,Southern Asia,Asia,John Lionel Kotelawala.Sri Lanka.1953.1955.Parliamentary Dem,Democracy,Parliamentary Dem,1953,1955,3,1
S.W.R.D. Bandaranaike,Sri Lanka,780,780.0,Southern Asia,Asia,S.W.R.D. Bandaranaike.Sri Lanka.1956.1958.Parliamentary Dem,Democracy,Parliamentary Dem,1956,1958,3,0
Vijayananda Dahanayake,Sri Lanka,780,780.0,Southern Asia,Asia,Vijayananda Dahanayake.Sri Lanka.1959.1959.Parliamentary Dem,Democracy,Parliamentary Dem,1959,1959,1,1
Sirimavo Bandaranaike,Sri Lanka,780,780.0,Southern Asia,Asia,Sirimavo Bandaranaike.Sri Lanka.1960.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1960,1964,5,1
Dudley Shelton Senanayake,Sri Lanka,780,780.0,Southern Asia,Asia,Dudley Shelton Senanayake.Sri Lanka.1965.1969.Parliamentary Dem,Democracy,Parliamentary Dem,1965,1969,5,1
Sirimavo Bandaranaike,Sri Lanka,780,780.0,Southern Asia,Asia,Sirimavo Bandaranaike.Sri Lanka.1970.1976.Parliamentary Dem,Democracy,Parliamentary Dem,1970,1976,7,1
Junius Richard Jayawardene,Sri Lanka,780,780.0,Southern Asia,Asia,Junius Richard Jayawardene.Sri Lanka.1977.1988.Civilian Dict,Non-democracy,Civilian Dict,1977,1988,12,1
Dingiri Banda Wijetunge,Sri Lanka,780,780.0,Southern Asia,Asia,Dingiri Banda Wijetunge.Sri Lanka.1989.1992.Presidential Dem,Democracy,Presidential Dem,1989,1992,4,1
Ranil Wickremasinghe,Sri Lanka,780,780.0,Southern Asia,Asia,Ranil Wickremasinghe.Sri Lanka.1993.1993.Presidential Dem,Democracy,Presidential Dem,1993,1993,1,1
Sirimavo Bandaranaike,Sri Lanka,780,780.0,Southern Asia,Asia,Sirimavo Bandaranaike.Sri Lanka.1994.1999.Presidential Dem,Democracy,Presidential Dem,1994,1999,6,0
Ratnasiri Wickremanayake,Sri Lanka,780,780.0,Southern Asia,Asia,Ratnasiri Wickremanayake.Sri Lanka.2000.2000.Presidential Dem,Democracy,Presidential Dem,2000,2000,1,1
Ranil Wickremasinghe,Sri Lanka,780,780.0,Southern Asia,Asia,Ranil Wickremasinghe.Sri Lanka.2001.2003.Presidential Dem,Democracy,Presidential Dem,2001,2003,3,1
Mahinda Rajapakse,Sri Lanka,780,780.0,Southern Asia,Asia,Mahinda Rajapakse.Sri Lanka.2004.2004.Presidential Dem,Democracy,Presidential Dem,2004,2004,1,1
Ratnasiri Wickremanayake,Sri Lanka,780,780.0,Southern Asia,Asia,Ratnasiri Wickremanayake.Sri Lanka.2005.2008.Presidential Dem,Democracy,Presidential Dem,2005,2008,4,0
Kennedy Simmonds,St. Kitts and Nevis,60,60.0,Caribbean,America,Kennedy Simmonds.St. Kitts and Nevis.1983.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1983,1994,12,1
Denzil Douglas,St. Kitts and Nevis,60,60.0,Caribbean,America,Denzil Douglas.St. Kitts and Nevis.1995.2008.Parliamentary Dem,Democracy,Parliamentary Dem,1995,2008,14,0
Allan Louisy,St. Lucia,56,56.0,Caribbean,America,Allan Louisy.St. Lucia.1979.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1980,2,1
Winston Francis Cenac,St. Lucia,56,56.0,Caribbean,America,Winston Francis Cenac.St. Lucia.1981.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1981,1981,1,1
John Compton,St. Lucia,56,56.0,Caribbean,America,John Compton.St. Lucia.1982.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1982,1995,14,1
Vaughan Allen Lewis,St. Lucia,56,56.0,Caribbean,America,Vaughan Allen Lewis.St. Lucia.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1996,1,1
Kenny Anthony,St. Lucia,56,56.0,Caribbean,America,Kenny Anthony.St. Lucia.1997.2005.Parliamentary Dem,Democracy,Parliamentary Dem,1997,2005,9,1
John Compton,St. Lucia,56,56.0,Caribbean,America,John Compton.St. Lucia.2006.2006.Parliamentary Dem,Democracy,Parliamentary Dem,2006,2006,1,1
Stephenson King,St. Lucia,56,56.0,Caribbean,America,Stephenson King.St. Lucia.2007.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2007,2008,2,0
Milton Cato,St. Vincent and the Grenadines,57,57.0,Caribbean,America,Milton Cato.St. Vincent and the Grenadines.1979.1983.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1983,5,1
James Fitz-Allen Mitchell,St. Vincent and the Grenadines,57,57.0,Caribbean,America,James Fitz-Allen Mitchell.St. Vincent and the Grenadines.1984.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1984,1999,16,1
Arnhim Eustace,St. Vincent and the Grenadines,57,57.0,Caribbean,America,Arnhim Eustace.St. Vincent and the Grenadines.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,2000,1,1
Ralph Gonsalves,St. Vincent and the Grenadines,57,57.0,Caribbean,America,Ralph Gonsalves.St. Vincent and the Grenadines.2001.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2001,2008,8,0
Abdullah Khalil,Sudan,625,625.0,Northern Africa,Africa,Abdullah Khalil.Sudan.1956.1957.Parliamentary Dem,Democracy,Parliamentary Dem,1956,1957,2,1
Ibrahim Abboud,Sudan,625,625.0,Northern Africa,Africa,Ibrahim Abboud.Sudan.1958.1963.Military Dict,Non-democracy,Military Dict,1958,1963,6,1
Sir al-Khatim al-Khalifah,Sudan,625,625.0,Northern Africa,Africa,Sir al-Khatim al-Khalifah.Sudan.1964.1964.Civilian Dict,Non-democracy,Civilian Dict,1964,1964,1,1
Mohammed Mahgoub,Sudan,625,625.0,Northern Africa,Africa,Mohammed Mahgoub.Sudan.1965.1965.Parliamentary Dem,Democracy,Parliamentary Dem,1965,1965,1,1
Sadiq al-Mahdi,Sudan,625,625.0,Northern Africa,Africa,Sadiq al-Mahdi.Sudan.1966.1966.Parliamentary Dem,Democracy,Parliamentary Dem,1966,1966,1,1
Mohammed Mahgoub,Sudan,625,625.0,Northern Africa,Africa,Mohammed Mahgoub.Sudan.1967.1968.Parliamentary Dem,Democracy,Parliamentary Dem,1967,1968,2,1
Jaafar el-Nemery,Sudan,625,625.0,Northern Africa,Africa,Jaafar el-Nemery.Sudan.1969.1984.Military Dict,Non-democracy,Military Dict,1969,1984,16,1
Abdul Rahman Swareddabhab,Sudan,625,625.0,Northern Africa,Africa,Abdul Rahman Swareddabhab.Sudan.1985.1985.Military Dict,Non-democracy,Military Dict,1985,1985,1,1
Sadiq al-Mahdi,Sudan,625,625.0,Northern Africa,Africa,Sadiq al-Mahdi.Sudan.1986.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1986,1988,3,1
Omar Hassan Ahmad al-Bashir,Sudan,625,625.0,Northern Africa,Africa,Omar Hassan Ahmad al-Bashir.Sudan.1989.2008.Military Dict,Non-democracy,Military Dict,1989,2008,20,0
Henck Arron,Suriname,115,115.0,South America,America,Henck Arron.Suriname.1975.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1975,1979,5,1
Desi Bouterse,Suriname,115,115.0,South America,America,Desi Bouterse.Suriname.1980.1987.Military Dict,Non-democracy,Military Dict,1980,1987,8,1
Ramsewak Shankar,Suriname,115,115.0,South America,America,Ramsewak Shankar.Suriname.1988.1989.Presidential Dem,Democracy,Presidential Dem,1988,1989,2,1
Desi Bouterse,Suriname,115,115.0,South America,America,Desi Bouterse.Suriname.1990.1990.Military Dict,Non-democracy,Military Dict,1990,1990,1,1
Ronald Venetiaan,Suriname,115,115.0,South America,America,Ronald Venetiaan.Suriname.1991.1995.Presidential Dem,Democracy,Presidential Dem,1991,1995,5,1
Jules Albert Wijdenbosch,Suriname,115,115.0,South America,America,Jules Albert Wijdenbosch.Suriname.1996.1999.Presidential Dem,Democracy,Presidential Dem,1996,1999,4,1
Ronald Venetiaan,Suriname,115,115.0,South America,America,Ronald Venetiaan.Suriname.2000.2008.Presidential Dem,Democracy,Presidential Dem,2000,2008,9,0
Sobhuza II,Swaziland,572,572.0,Southern Africa,Africa,Sobhuza II.Swaziland.1968.1981.Monarchy,Non-democracy,Monarchy,1968,1981,14,0
Queen Dzeliwe,Swaziland,572,572.0,Southern Africa,Africa,Queen Dzeliwe.Swaziland.1982.1982.Monarchy,Non-democracy,Monarchy,1982,1982,1,1
Queen Ntombi,Swaziland,572,572.0,Southern Africa,Africa,Queen Ntombi.Swaziland.1983.1985.Monarchy,Non-democracy,Monarchy,1983,1985,3,1
Mswati III,Swaziland,572,572.0,Southern Africa,Africa,Mswati III.Swaziland.1986.2008.Monarchy,Non-democracy,Monarchy,1986,2008,23,0
Tage Erlander,Sweden,380,380.0,Northern Europe,Europe,Tage Erlander.Sweden.1946.1968.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1968,23,1
Olof Palme,Sweden,380,380.0,Northern Europe,Europe,Olof Palme.Sweden.1969.1975.Parliamentary Dem,Democracy,Parliamentary Dem,1969,1975,7,1
Thorbjorn Falldin,Sweden,380,380.0,Northern Europe,Europe,Thorbjorn Falldin.Sweden.1976.1977.Parliamentary Dem,Democracy,Parliamentary Dem,1976,1977,2,1
Ola Ullsten,Sweden,380,380.0,Northern Europe,Europe,Ola Ullsten.Sweden.1978.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1978,1978,1,1
Thorbjorn Falldin,Sweden,380,380.0,Northern Europe,Europe,Thorbjorn Falldin.Sweden.1979.1981.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1981,3,1
Olof Palme,Sweden,380,380.0,Northern Europe,Europe,Olof Palme.Sweden.1982.1985.Parliamentary Dem,Democracy,Parliamentary Dem,1982,1985,4,0
Ingvar Carlsson,Sweden,380,380.0,Northern Europe,Europe,Ingvar Carlsson.Sweden.1986.1990.Parliamentary Dem,Democracy,Parliamentary Dem,1986,1990,5,1
Carl Bildt,Sweden,380,380.0,Northern Europe,Europe,Carl Bildt.Sweden.1991.1993.Parliamentary Dem,Democracy,Parliamentary Dem,1991,1993,3,1
Ingvar Carlsson,Sweden,380,380.0,Northern Europe,Europe,Ingvar Carlsson.Sweden.1994.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1994,1995,2,1
Goran Persson,Sweden,380,380.0,Northern Europe,Europe,Goran Persson.Sweden.1996.2005.Parliamentary Dem,Democracy,Parliamentary Dem,1996,2005,10,1
John Fredrik Reinfeldt,Sweden,380,380.0,Northern Europe,Europe,John Fredrik Reinfeldt.Sweden.2006.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2006,2008,3,0
Karl Kobelt,Switzerland,225,225.0,Western Europe,Europe,Karl Kobelt.Switzerland.1946.1946.Presidential Dem,Democracy,Presidential Dem,1946,1946,1,1
Philipp Etter,Switzerland,225,225.0,Western Europe,Europe,Philipp Etter.Switzerland.1947.1947.Presidential Dem,Democracy,Presidential Dem,1947,1947,1,1
Enrico Celio,Switzerland,225,225.0,Western Europe,Europe,Enrico Celio.Switzerland.1948.1948.Presidential Dem,Democracy,Presidential Dem,1948,1948,1,1
Ernst Nobs,Switzerland,225,225.0,Western Europe,Europe,Ernst Nobs.Switzerland.1949.1949.Presidential Dem,Democracy,Presidential Dem,1949,1949,1,1
Max-Edouard Petitpierre,Switzerland,225,225.0,Western Europe,Europe,Max-Edouard Petitpierre.Switzerland.1950.1950.Presidential Dem,Democracy,Presidential Dem,1950,1950,1,1
Adolf Eduard von Steiger,Switzerland,225,225.0,Western Europe,Europe,Adolf Eduard von Steiger.Switzerland.1951.1951.Presidential Dem,Democracy,Presidential Dem,1951,1951,1,1
Karl Kobelt,Switzerland,225,225.0,Western Europe,Europe,Karl Kobelt.Switzerland.1952.1952.Presidential Dem,Democracy,Presidential Dem,1952,1952,1,1
Philipp Etter,Switzerland,225,225.0,Western Europe,Europe,Philipp Etter.Switzerland.1953.1953.Presidential Dem,Democracy,Presidential Dem,1953,1953,1,1
Rodolphe Rubattel,Switzerland,225,225.0,Western Europe,Europe,Rodolphe Rubattel.Switzerland.1954.1954.Presidential Dem,Democracy,Presidential Dem,1954,1954,1,1
Max-Edouard Petitpierre,Switzerland,225,225.0,Western Europe,Europe,Max-Edouard Petitpierre.Switzerland.1955.1955.Presidential Dem,Democracy,Presidential Dem,1955,1955,1,1
Markus Feldmann,Switzerland,225,225.0,Western Europe,Europe,Markus Feldmann.Switzerland.1956.1956.Presidential Dem,Democracy,Presidential Dem,1956,1956,1,1
Hans Streuli,Switzerland,225,225.0,Western Europe,Europe,Hans Streuli.Switzerland.1957.1957.Presidential Dem,Democracy,Presidential Dem,1957,1957,1,1
Thomas Emil Leo Holenstein,Switzerland,225,225.0,Western Europe,Europe,Thomas Emil Leo Holenstein.Switzerland.1958.1958.Presidential Dem,Democracy,Presidential Dem,1958,1958,1,1
Paul Chaudet,Switzerland,225,225.0,Western Europe,Europe,Paul Chaudet.Switzerland.1959.1959.Presidential Dem,Democracy,Presidential Dem,1959,1959,1,1
Max-Edouard Petitpierre,Switzerland,225,225.0,Western Europe,Europe,Max-Edouard Petitpierre.Switzerland.1960.1960.Presidential Dem,Democracy,Presidential Dem,1960,1960,1,1
Friedrich Traugott Wahlen,Switzerland,225,225.0,Western Europe,Europe,Friedrich Traugott Wahlen.Switzerland.1961.1961.Presidential Dem,Democracy,Presidential Dem,1961,1961,1,1
Paul Chaudet,Switzerland,225,225.0,Western Europe,Europe,Paul Chaudet.Switzerland.1962.1962.Presidential Dem,Democracy,Presidential Dem,1962,1962,1,1
Willy Spuhler,Switzerland,225,225.0,Western Europe,Europe,Willy Spuhler.Switzerland.1963.1963.Presidential Dem,Democracy,Presidential Dem,1963,1963,1,1
Ludwig von Moos,Switzerland,225,225.0,Western Europe,Europe,Ludwig von Moos.Switzerland.1964.1964.Presidential Dem,Democracy,Presidential Dem,1964,1964,1,1
Hans-Peter Tschudi,Switzerland,225,225.0,Western Europe,Europe,Hans-Peter Tschudi.Switzerland.1965.1965.Presidential Dem,Democracy,Presidential Dem,1965,1965,1,1
Hans Schaffner,Switzerland,225,225.0,Western Europe,Europe,Hans Schaffner.Switzerland.1966.1966.Presidential Dem,Democracy,Presidential Dem,1966,1966,1,1
Roger Bonvin,Switzerland,225,225.0,Western Europe,Europe,Roger Bonvin.Switzerland.1967.1967.Presidential Dem,Democracy,Presidential Dem,1967,1967,1,1
Willy Spuhler,Switzerland,225,225.0,Western Europe,Europe,Willy Spuhler.Switzerland.1968.1968.Presidential Dem,Democracy,Presidential Dem,1968,1968,1,1
Ludwig von Moos,Switzerland,225,225.0,Western Europe,Europe,Ludwig von Moos.Switzerland.1969.1969.Presidential Dem,Democracy,Presidential Dem,1969,1969,1,1
Hans-Peter Tschudi,Switzerland,225,225.0,Western Europe,Europe,Hans-Peter Tschudi.Switzerland.1970.1970.Presidential Dem,Democracy,Presidential Dem,1970,1970,1,1
Rudolf Gnagi,Switzerland,225,225.0,Western Europe,Europe,Rudolf Gnagi.Switzerland.1971.1971.Presidential Dem,Democracy,Presidential Dem,1971,1971,1,1
Nello Celio,Switzerland,225,225.0,Western Europe,Europe,Nello Celio.Switzerland.1972.1972.Presidential Dem,Democracy,Presidential Dem,1972,1972,1,1
Roger Bonvin,Switzerland,225,225.0,Western Europe,Europe,Roger Bonvin.Switzerland.1973.1973.Presidential Dem,Democracy,Presidential Dem,1973,1973,1,1
Ernst Brugger,Switzerland,225,225.0,Western Europe,Europe,Ernst Brugger.Switzerland.1974.1974.Presidential Dem,Democracy,Presidential Dem,1974,1974,1,1
Pierre Graber,Switzerland,225,225.0,Western Europe,Europe,Pierre Graber.Switzerland.1975.1975.Presidential Dem,Democracy,Presidential Dem,1975,1975,1,1
Rudolf Gnagi,Switzerland,225,225.0,Western Europe,Europe,Rudolf Gnagi.Switzerland.1976.1976.Presidential Dem,Democracy,Presidential Dem,1976,1976,1,1
Kurt Furgler,Switzerland,225,225.0,Western Europe,Europe,Kurt Furgler.Switzerland.1977.1977.Presidential Dem,Democracy,Presidential Dem,1977,1977,1,1
Willi Ritschard,Switzerland,225,225.0,Western Europe,Europe,Willi Ritschard.Switzerland.1978.1978.Presidential Dem,Democracy,Presidential Dem,1978,1978,1,1
Hans Hurlimann,Switzerland,225,225.0,Western Europe,Europe,Hans Hurlimann.Switzerland.1979.1979.Presidential Dem,Democracy,Presidential Dem,1979,1979,1,1
Georges-Andre Chevallaz,Switzerland,225,225.0,Western Europe,Europe,Georges-Andre Chevallaz.Switzerland.1980.1980.Presidential Dem,Democracy,Presidential Dem,1980,1980,1,1
Kurt Furgler,Switzerland,225,225.0,Western Europe,Europe,Kurt Furgler.Switzerland.1981.1981.Presidential Dem,Democracy,Presidential Dem,1981,1981,1,1
Fritz Honegger,Switzerland,225,225.0,Western Europe,Europe,Fritz Honegger.Switzerland.1982.1982.Presidential Dem,Democracy,Presidential Dem,1982,1982,1,1
Pierre Aubert,Switzerland,225,225.0,Western Europe,Europe,Pierre Aubert.Switzerland.1983.1983.Presidential Dem,Democracy,Presidential Dem,1983,1983,1,1
Leon Schlumpf,Switzerland,225,225.0,Western Europe,Europe,Leon Schlumpf.Switzerland.1984.1984.Presidential Dem,Democracy,Presidential Dem,1984,1984,1,1
Kurt Furgler,Switzerland,225,225.0,Western Europe,Europe,Kurt Furgler.Switzerland.1985.1985.Presidential Dem,Democracy,Presidential Dem,1985,1985,1,1
Alphons Egli,Switzerland,225,225.0,Western Europe,Europe,Alphons Egli.Switzerland.1986.1986.Presidential Dem,Democracy,Presidential Dem,1986,1986,1,1
Pierre Aubert,Switzerland,225,225.0,Western Europe,Europe,Pierre Aubert.Switzerland.1987.1987.Presidential Dem,Democracy,Presidential Dem,1987,1987,1,1
Otto Stich,Switzerland,225,225.0,Western Europe,Europe,Otto Stich.Switzerland.1988.1988.Presidential Dem,Democracy,Presidential Dem,1988,1988,1,1
Jean-Pascal Delamuraz,Switzerland,225,225.0,Western Europe,Europe,Jean-Pascal Delamuraz.Switzerland.1989.1989.Presidential Dem,Democracy,Presidential Dem,1989,1989,1,1
Arnold Koller,Switzerland,225,225.0,Western Europe,Europe,Arnold Koller.Switzerland.1990.1990.Presidential Dem,Democracy,Presidential Dem,1990,1990,1,1
Flavio Cotti,Switzerland,225,225.0,Western Europe,Europe,Flavio Cotti.Switzerland.1991.1991.Presidential Dem,Democracy,Presidential Dem,1991,1991,1,1
Rene Felber,Switzerland,225,225.0,Western Europe,Europe,Rene Felber.Switzerland.1992.1992.Presidential Dem,Democracy,Presidential Dem,1992,1992,1,1
Adolf Ogi,Switzerland,225,225.0,Western Europe,Europe,Adolf Ogi.Switzerland.1993.1993.Presidential Dem,Democracy,Presidential Dem,1993,1993,1,1
Otto Stich,Switzerland,225,225.0,Western Europe,Europe,Otto Stich.Switzerland.1994.1994.Presidential Dem,Democracy,Presidential Dem,1994,1994,1,1
Kaspar Villiger,Switzerland,225,225.0,Western Europe,Europe,Kaspar Villiger.Switzerland.1995.1995.Presidential Dem,Democracy,Presidential Dem,1995,1995,1,1
Jean-Pascal Delamuraz,Switzerland,225,225.0,Western Europe,Europe,Jean-Pascal Delamuraz.Switzerland.1996.1996.Presidential Dem,Democracy,Presidential Dem,1996,1996,1,1
Arnold Koller,Switzerland,225,225.0,Western Europe,Europe,Arnold Koller.Switzerland.1997.1997.Presidential Dem,Democracy,Presidential Dem,1997,1997,1,1
Flavio Cotti,Switzerland,225,225.0,Western Europe,Europe,Flavio Cotti.Switzerland.1998.1998.Presidential Dem,Democracy,Presidential Dem,1998,1998,1,1
Ruth Dreifuss,Switzerland,225,225.0,Western Europe,Europe,Ruth Dreifuss.Switzerland.1999.1999.Presidential Dem,Democracy,Presidential Dem,1999,1999,1,1
Adolf Ogi,Switzerland,225,225.0,Western Europe,Europe,Adolf Ogi.Switzerland.2000.2000.Presidential Dem,Democracy,Presidential Dem,2000,2000,1,1
Moritz Leuenberger,Switzerland,225,225.0,Western Europe,Europe,Moritz Leuenberger.Switzerland.2001.2001.Presidential Dem,Democracy,Presidential Dem,2001,2001,1,1
Kaspar Villiger,Switzerland,225,225.0,Western Europe,Europe,Kaspar Villiger.Switzerland.2002.2002.Presidential Dem,Democracy,Presidential Dem,2002,2002,1,1
Pascal Couchepin,Switzerland,225,225.0,Western Europe,Europe,Pascal Couchepin.Switzerland.2003.2003.Presidential Dem,Democracy,Presidential Dem,2003,2003,1,1
Joseph Deiss,Switzerland,225,225.0,Western Europe,Europe,Joseph Deiss.Switzerland.2004.2004.Presidential Dem,Democracy,Presidential Dem,2004,2004,1,1
Samuel Schmid,Switzerland,225,225.0,Western Europe,Europe,Samuel Schmid.Switzerland.2005.2005.Presidential Dem,Democracy,Presidential Dem,2005,2005,1,1
Moritz Leuenberger,Switzerland,225,225.0,Western Europe,Europe,Moritz Leuenberger.Switzerland.2006.2006.Presidential Dem,Democracy,Presidential Dem,2006,2006,1,1
Micheline Calmy-Rey,Switzerland,225,225.0,Western Europe,Europe,Micheline Calmy-Rey.Switzerland.2007.2007.Presidential Dem,Democracy,Presidential Dem,2007,2007,1,1
Pascal Couchepin,Switzerland,225,225.0,Western Europe,Europe,Pascal Couchepin.Switzerland.2008.2008.Presidential Dem,Democracy,Presidential Dem,2008,2008,1,0
Shukri al-Kuwatli,Syria,652,652.0,Western Asia,Asia,Shukri al-Kuwatli.Syria.1946.1948.Civilian Dict,Non-democracy,Civilian Dict,1946,1948,3,1
Adib ash-Shishakli,Syria,652,652.0,Western Asia,Asia,Adib ash-Shishakli.Syria.1949.1953.Military Dict,Non-democracy,Military Dict,1949,1953,5,1
military,Syria,652,652.0,Western Asia,Asia,military.Syria.1954.1954.Military Dict,Non-democracy,Military Dict,1954,1954,1,1
Shukri al-Kuwatli,Syria,652,652.0,Western Asia,Asia,Shukri al-Kuwatli.Syria.1955.1960.Civilian Dict,Non-democracy,Civilian Dict,1955,1960,6,1
Nazim al-Kudsi,Syria,652,652.0,Western Asia,Asia,Nazim al-Kudsi.Syria.1961.1962.Civilian Dict,Non-democracy,Civilian Dict,1961,1962,2,1
Amin al-Hafez,Syria,652,652.0,Western Asia,Asia,Amin al-Hafez.Syria.1963.1965.Military Dict,Non-democracy,Military Dict,1963,1965,3,1
Salah al-Jadid,Syria,652,652.0,Western Asia,Asia,Salah al-Jadid.Syria.1966.1969.Military Dict,Non-democracy,Military Dict,1966,1969,4,1
Hafez al-Assad,Syria,652,652.0,Western Asia,Asia,Hafez al-Assad.Syria.1970.1999.Military Dict,Non-democracy,Military Dict,1970,1999,30,0
Bashar al-Assad,Syria,652,652.0,Western Asia,Asia,Bashar al-Assad.Syria.2000.2008.Military Dict,Non-democracy,Military Dict,2000,2008,9,0
Chiang Kai-shek,Taiwan,713,713.0,Eastern Asia,Asia,Chiang Kai-shek.Taiwan.1949.1974.Military Dict,Non-democracy,Military Dict,1949,1974,26,0
Yen Chia-kan,Taiwan,713,713.0,Eastern Asia,Asia,Yen Chia-kan.Taiwan.1975.1977.Civilian Dict,Non-democracy,Civilian Dict,1975,1977,3,1
Chiang Ching-kuo,Taiwan,713,713.0,Eastern Asia,Asia,Chiang Ching-kuo.Taiwan.1978.1987.Civilian Dict,Non-democracy,Civilian Dict,1978,1987,10,0
Lee Teng-hui,Taiwan,713,713.0,Eastern Asia,Asia,Lee Teng-hui.Taiwan.1988.1995.Civilian Dict,Non-democracy,Civilian Dict,1988,1995,8,1
Lien Chan,Taiwan,713,713.0,Eastern Asia,Asia,Lien Chan.Taiwan.1996.1996.Mixed Dem,Democracy,Mixed Dem,1996,1996,1,1
Vincent Siew,Taiwan,713,713.0,Eastern Asia,Asia,Vincent Siew.Taiwan.1997.1999.Mixed Dem,Democracy,Mixed Dem,1997,1999,3,1
Chang Chun-hsiung,Taiwan,713,713.0,Eastern Asia,Asia,Chang Chun-hsiung.Taiwan.2000.2001.Mixed Dem,Democracy,Mixed Dem,2000,2001,2,1
Yu Shyi-kun,Taiwan,713,713.0,Eastern Asia,Asia,Yu Shyi-kun.Taiwan.2002.2004.Mixed Dem,Democracy,Mixed Dem,2002,2004,3,1
Frank Hsieh,Taiwan,713,713.0,Eastern Asia,Asia,Frank Hsieh.Taiwan.2005.2005.Mixed Dem,Democracy,Mixed Dem,2005,2005,1,1
Su Tseng-chang,Taiwan,713,713.0,Eastern Asia,Asia,Su Tseng-chang.Taiwan.2006.2006.Mixed Dem,Democracy,Mixed Dem,2006,2006,1,1
Chang Chun-hsiung,Taiwan,713,713.0,Eastern Asia,Asia,Chang Chun-hsiung.Taiwan.2007.2007.Mixed Dem,Democracy,Mixed Dem,2007,2007,1,1
